iter	PRAUC	Logloss
883	0.9662944296	0.2649207706
884	0.9663229394	0.2648432244
885	0.9663603715	0.264736804
886	0.9663813645	0.264662821
887	0.9664191427	0.2645229744
888	0.9664377133	0.2644599453
889	0.9664636644	0.2643548419
890	0.9665066674	0.2641678802
891	0.9665420694	0.2640518575
892	0.9665595884	0.2639874046
893	0.9665845169	0.2639143531
894	0.9666055543	0.2638453412
895	0.9666376889	0.263766656
896	0.9666583031	0.2636928116
897	0.9666966626	0.2636051426
898	0.9667142018	0.2635335385
899	0.9667372762	0.2634402599
900	0.9667620483	0.2633643977
901	0.9667759916	0.2632973946
902	0.9667916025	0.2632411253
903	0.9668329782	0.2630926918
904	0.9668534594	0.2630197464
905	0.9668754073	0.2629709923
906	0.9669071146	0.2628592381
907	0.9669531708	0.2626846655
908	0.9669788238	0.2625979703
909	0.9670285178	0.2623939165
910	0.9670603087	0.2622697245
911	0.9671039316	0.2621406124
912	0.967141099	0.2620467154
913	0.9671812479	0.2619067736
914	0.9672231822	0.2618065883
915	0.9672519544	0.2617426949
916	0.9672743109	0.2616258404
917	0.9672932117	0.261567773
918	0.9673169808	0.2614899809
919	0.967345812	0.2613860831
920	0.9673771617	0.2612502264
921	0.9674123205	0.2611165107
922	0.9674427819	0.2610139152
923	0.9674753804	0.2609265696
924	0.9675071776	0.2607986474
925	0.9675387242	0.2606936677
926	0.9675553378	0.2606470192
927	0.9675783736	0.2605697365
928	0.9676123931	0.2604670163
929	0.9676427818	0.2603490515
930	0.9676829866	0.2602249885
931	0.96771748	0.2601015726
932	0.9677600263	0.259983413
933	0.9677895319	0.2598951779
934	0.9678201503	0.2597919038
935	0.967845511	0.2596995414
936	0.9678748313	0.2595698905
937	0.9679008394	0.259509429
938	0.967929251	0.2594171717
939	0.9679526851	0.2593516865
940	0.9679652666	0.2592773759
941	0.9679900118	0.2591811081
942	0.9680212775	0.2590795123
943	0.9680313728	0.2590566632
944	0.968059474	0.2589713196
945	0.9680992885	0.2588640137
946	0.968124182	0.2587923877
947	0.9681590401	0.2586647381
948	0.9681966988	0.2585611291
949	0.96822431	0.2584948874
950	0.9682451251	0.2584388666
951	0.9682742043	0.2583392214
952	0.9682981503	0.2582708885
953	0.9683359754	0.2581595561
954	0.9683523279	0.2581019283
955	0.968373244	0.2580501712
956	0.9684111363	0.2579299929
957	0.9684320974	0.2578658256
958	0.9684441403	0.2578202856
959	0.9684680407	0.2577214971
960	0.96849597	0.2575945428
961	0.9685276887	0.2574474989
962	0.9685472124	0.2573756236
963	0.96857253	0.2573237099
964	0.9686057624	0.2572330842
965	0.9686242809	0.2571707807
966	0.9686394113	0.2571123938
967	0.9686653446	0.2570222396
968	0.9686791943	0.2569530756
969	0.9687263495	0.2567864917
970	0.9687534219	0.256679541
971	0.9687817462	0.2566048593
972	0.9688021587	0.2565496607
973	0.9688289121	0.2564370467
974	0.968845059	0.2563784601
975	0.9688649921	0.2562695593
976	0.9688872395	0.2561825554
977	0.9689126159	0.256077551
978	0.9689195393	0.2560142038
979	0.9689523031	0.2559209606
980	0.9689780113	0.2558169943
981	0.9690091623	0.2557338239
982	0.9690356952	0.2556355806
983	0.9690766664	0.2554931005
984	0.9691033903	0.2554000466
985	0.9691195572	0.2553324955
986	0.9691519526	0.255242544
987	0.9691757763	0.2551388536
988	0.9692045673	0.2550545028
989	0.9692309991	0.2549699023
990	0.9692706735	0.2548525918
991	0.9692865389	0.254801708
992	0.9693088111	0.2546987692
993	0.9693365718	0.2545876889
994	0.9693570546	0.2545055766
995	0.9693707724	0.2544517841
996	0.9694261867	0.2542126596
997	0.9694767832	0.2540290467
998	0.9695166074	0.2538703965
999	0.9695450932	0.2537860515
